,track_id,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
109,3D3fjCGghjB8b8Ygy7ga8R,0.613,0.755,0,-9.961,0.0392,0.00716,0.0,0.0568,0.688,127.888
110,0dZMnFZzYn6Spa34mTo61U,0.341,0.954,9,-4.946,0.178,0.000239,3.74e-06,0.305,0.464,179.906
111,0rPImSYezi40zBhwvIvTrr,0.52,0.568,2,-13.02,0.0264,0.0669,0.0109,0.695,0.844,145.86
112,3kMrazSvILsgcwtidZd1Qd,0.674,0.882,3,-2.771,0.0477,0.000441,6.47e-05,0.068,0.682,123.016
113,4KoQJOaILlKt6QsZDdDwz2,0.592,0.585,2,-8.052,0.0389,0.0116,0.000187,0.0795,0.129,120.062
114,3FU6urUVsgXa6RBuV2PdRk,0.765,0.556,11,-6.417,0.0512,0.275,0.0,0.0824,0.274,111.033
115,2LuHROGvtfG0IBwFtYEbQG,0.441,0.794,3,-5.642,0.0454,0.00599,0.0,0.118,0.454,156.018
116,0TlW92uDXodbICTayeWXGJ,0.752,0.496,0,-5.498,0.0446,0.0202,1.33e-05,0.0729,0.677,104.949
117,03Y9Gez0KGG8zYY3KWIqdk,0.649,0.712,3,-9.878,0.0342,0.0313,1.18e-05,0.291,0.779,121.041
118,5T6DM9qjjngWnukcw0svkX,0.523,0.954,1,-3.051,0.0374,0.00385,1.65e-06,0.243,0.901,141.982
119,37ZJ0p5Jm13JPevGcx4SkF,0.532,0.887,0,-3.757,0.0335,0.0778,0.000214,0.294,0.795,122.511
120,0d3BJRrklQ6sTfbmrojuZI,0.633,0.884,1,-5.667,0.0392,0.00036,1.64e-06,0.189,0.296,110.081
121,0K6yUnIKNsFtfIpTgGtcHm,0.581,0.854,1,-8.485,0.0428,0.00197,0.0013,0.111,0.788,131.18
122,7rt7ywY9yekwaYXk2Zt4Q5,0.683,0.833,8,-3.324,0.0595,0.0499,0.000858,0.161,0.537,136.099
123,0QeI79sp1vS8L3JgpEO7mD,0.309,0.93,11,-6.399,0.125,0.0192,0.0022,0.106,0.376,195.815
124,003vvx7Niy0yvhvHt4a68B,0.352,0.911,1,-5.23,0.0747,0.00121,0.0,0.0995,0.236,148.033
125,4M0y4hzRq9kDB1W6H6S6io,0.644,0.799,2,-3.093,0.0548,0.0148,0.000189,0.0807,0.859,127.978
126,0hCB0YR03f6AmQaHbwWDe8,0.412,0.902,9,-11.6,0.405,0.0484,0.131,0.405,0.422,89.74
127,57JVGBtBLCfHw2muk5416J,0.933,0.528,5,-6.472,0.162,0.112,0.329,0.163,0.756,109.975
128,7G3lxTsMfSx4yarMkfgnTC,0.678,0.794,10,-6.186,0.14,0.274,1.68e-06,0.124,0.54,87.374
129,25lrlvqhBed81hejnUIP5P,0.689,0.947,1,-3.926,0.0897,0.00209,0.0,0.228,0.393,119.993
130,34J7wKxw1bbbqilKZFHHGG,0.56,0.918,0,-6.947,0.0476,0.000169,1.66e-06,0.381,0.305,122.751
